sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
27,90695.13577315956,0.21127759870141746,2.0,recreation,0.2,16.0
28,62341.957167722285,0.21127486396580936,2.0,recreation,0.2,17.0
29,90695.13577315956,0.21127486396580936,2.0,recreation,0.2,17.0
30,38736.334334127605,0.7372316805645824,2.0,recreation,0.2,17.0
31,38736.334334127605,0.7425003577023745,2.0,recreation,0.0,50.0
32,41515.90485405177,0.7372316805645824,2.0,recreation,0.2,19.0
33,41515.90485405177,0.7372316805645824,2.0,recreation,0.0,50.0
34,38736.334334127605,0.7425003577023745,2.0,recreation,0.0,50.0
35,41515.90485405177,0.7425003577023745,2.0,recreation,0.2,22.0
36,98199.5443077758,0.6488715052604677,2.0,recreation,0.4,11.0
37,98199.5443077758,0.4528162056580186,2.0,recreation,0.2,15.0
38,68216.78784675896,0.6488715052604677,2.0,recreation,0.4,17.5
39,68216.78784675896,0.6488715052604677,2.0,recreation,0.4,14.0
40,98199.5443077758,0.4528162056580186,2.0,recreation,0.2,14.0
41,68216.78784675896,0.4528162056580186,2.0,recreation,0.2,16.0
42,2673.2976948842406,0.4213691852986813,2.0,recreation,0.0,50.0
43,2673.2976948842406,0.5196861278265715,2.0,recreation,0.2,34.0
44,14494.063030928373,0.4213691852986813,2.0,recreation,0.0,50.0
45,14494.063030928373,0.4213691852986813,2.0,recreation,0.0,50.0
46,2673.2976948842406,0.5196861278265715,2.0,recreation,0.0,50.0
47,14494.063030928373,0.5196861278265715,2.0,recreation,0.0,50.0
48,68291.0272097215,0.35380398482084274,2.0,recreation,0.4,16.5
49,68291.0272097215,0.4701626185327769,2.0,recreation,0.0,50.0
50,50093.391572125256,0.35380398482084274,2.0,recreation,0.2,15.0
51,50093.391572125256,0.35380398482084274,2.0,recreation,0.2,21.0
52,68291.0272097215,0.4701626185327769,2.0,recreation,0.0,50.0
53,50093.391572125256,0.4701626185327769,2.0,recreation,0.2,19.0
54,32340.640750713646,0.5759581990540028,2.0,recreation,0.0,50.0
55,32340.640750713646,0.5398158254101872,2.0,recreation,0.0,50.0
56,94498.69079794735,0.5759581990540028,2.0,recreation,0.2,13.0
57,94498.69079794735,0.5759581990540028,2.0,recreation,0.4,15.0
58,32340.640750713646,0.5398158254101872,2.0,recreation,0.2,22.0
59,94498.69079794735,0.5398158254101872,2.0,recreation,0.4,12.0
60,79803.45980357379,0.787879084609449,2.0,recreation,0.0,50.0
61,79803.45980357379,0.26640517078340054,2.0,recreation,0.2,17.0
62,21427.624044939876,0.787879084609449,2.0,recreation,0.2,21.0
63,21427.624044939876,0.787879084609449,2.0,recreation,0.0,50.0
64,79803.45980357379,0.26640517078340054,2.0,recreation,0.0,50.0
65,21427.624044939876,0.26640517078340054,2.0,recreation,0.0,50.0
66,21420.364604331553,0.2636087192222476,2.0,recreation,0.4,27.0
67,21420.364604331553,0.7998278507962824,2.0,recreation,0.0,50.0
68,73664.27005082369,0.2636087192222476,2.0,recreation,0.0,50.0
69,73664.27005082369,0.2636087192222476,2.0,recreation,0.2,18.0
70,21420.364604331553,0.7998278507962824,2.0,recreation,0.2,22.0
71,73664.27005082369,0.7998278507962824,2.0,recreation,0.2,13.0
72,87969.45365704596,0.30084867123514414,2.0,recreation,0.0,50.0
73,87969.45365704596,0.6358861256390811,2.0,recreation,0.2,11.0
74,58497.01729230583,0.30084867123514414,2.0,recreation,0.2,18.0
75,58497.01729230583,0.30084867123514414,2.0,recreation,0.2,17.0
76,87969.45365704596,0.6358861256390811,2.0,recreation,0.0,50.0
77,58497.01729230583,0.6358861256390811,2.0,recreation,0.2,16.0
78,13350.213069468737,0.6756397427991033,2.0,recreation,0.2,24.0
79,13350.213069468737,0.41154539752751595,2.0,recreation,0.2,30.0
80,11672.85493761301,0.6756397427991033,2.0,recreation,0.0,50.0
81,11672.85493761301,0.6756397427991033,2.0,recreation,0.2,25.0
82,13350.213069468737,0.41154539752751595,2.0,recreation,0.0,50.0
83,11672.85493761301,0.41154539752751595,2.0,recreation,0.0,50.0
84,52486.50030605495,0.5381975430995227,2.0,recreation,0.2,17.0
85,52486.50030605495,0.7037197839468718,2.0,recreation,0.6,17.0
86,87065.53274858743,0.5381975430995227,2.0,recreation,0.0,50.0
87,87065.53274858743,0.5381975430995227,2.0,recreation,0.2,15.0
88,52486.50030605495,0.7037197839468718,2.0,recreation,0.2,18.0
89,87065.53274858743,0.7037197839468718,2.0,recreation,0.0,50.0
90,48241.0084977746,0.46656403504312044,2.0,recreation,0.2,22.0
91,48241.0084977746,0.3249846274033189,2.0,recreation,0.6,18.0
92,32604.15010061115,0.46656403504312044,2.0,recreation,0.0,50.0
93,32604.15010061115,0.46656403504312044,2.0,recreation,0.2,19.0
94,48241.0084977746,0.3249846274033189,2.0,recreation,0.2,24.0
95,32604.15010061115,0.3249846274033189,2.0,recreation,0.2,27.0
96,56021.29661291838,0.4904537638649345,2.0,recreation,0.2,19.0
97,56021.29661291838,0.5708248885348439,2.0,recreation,0.0,50.0
98,65627.60727852583,0.4904537638649345,2.0,recreation,0.0,50.0
99,65627.60727852583,0.4904537638649345,2.0,recreation,0.0,50.0
100,56021.29661291838,0.5708248885348439,2.0,recreation,0.4,18.0
101,65627.60727852583,0.5708248885348439,2.0,recreation,0.0,50.0
102,44816.18946604431,0.5611811859533191,2.0,recreation,0.2,21.0
103,44816.18946604431,0.4942866120487452,2.0,recreation,0.2,21.0
104,16533.331407234073,0.5611811859533191,2.0,recreation,0.2,26.0
105,16533.331407234073,0.5611811859533191,2.0,recreation,0.0,50.0
106,44816.18946604431,0.4942866120487452,2.0,recreation,0.0,50.0
107,16533.331407234073,0.4942866120487452,2.0,recreation,0.0,50.0
108,92075.26436820626,0.6515211477875711,2.0,recreation,0.2,12.0
109,92075.26436820626,0.7651935854926706,2.0,recreation,0.2,13.0
110,92746.48800399154,0.6515211477875711,2.0,recreation,0.2,12.0
111,92746.48800399154,0.6515211477875711,2.0,recreation,0.4,14.0
112,92075.26436820626,0.7651935854926706,2.0,recreation,0.2,12.0
113,92746.48800399154,0.7651935854926706,2.0,recreation,0.4,13.5
114,8943.490961566567,0.27809392586350445,2.0,recreation,0.0,50.0
115,8943.490961566567,0.2436358716338873,2.0,recreation,0.2,25.0
116,38914.6389560774,0.27809392586350445,2.0,recreation,0.2,24.0
117,38914.6389560774,0.27809392586350445,2.0,recreation,0.0,50.0
